Scan Count	Temperature [ITS-90, deg C]	Conductivity [S/m]	Pressure, Strain Gauge [db]	Depth [salt water, m]	Oxygen Saturation, Weiss [ml/l]	Salinity, Practical [PSU]
42	15.57721	0.0020762	0.0259	0.0257	6.959435	0.01678
43	15.58446	0.0019899	0.0289	0.0288	6.958370	0.01635
44	15.58975	0.0019282	0.0259	0.0257	6.957593	0.01604
45	15.59459	0.0018881	0.0259	0.0257	6.956879	0.01584
46	15.59825	0.0018480	0.0259	0.0257	6.956341	0.01564
47	15.59883	0.0018140	0.0259	0.0258	6.956261	0.01548
48	15.59433	0.0017955	0.0259	0.0258	6.956938	0.01538
49	15.57753	0.0018418	0.0259	0.0258	6.959436	0.01561
50	15.57760	0.0017215	0.0290	0.0288	6.959451	0.01501
51	15.55305	0.0016598	0.0229	0.0228	6.963133	0.01471
52	12.98181	2.6087249	0.4003	0.3981	6.456391	21.25105
53	9.86012	3.1805961	0.7929	0.7886	6.594067	28.76175
54	9.48832	3.2301791	0.7899	0.7856	6.615370	29.56214
55	9.47427	3.2681125	0.7960	0.7916	6.600756	29.95844
56	9.54560	3.2770128	0.8020	0.7976	6.588926	29.98912
57	9.48771	3.2645708	0.7990	0.7946	6.600752	29.91128
