Scan Count	Temperature [ITS-90, deg C]	Conductivity [S/m]	Depth [salt water, m]	Oxygen Saturation, Weiss [ml/l]	Salinity, Practical [PSU]
1105	6.95066	3.2458311	84.3958	6.906305	31.90852
1106	6.93909	3.2453998	84.6682	6.907910	31.91442
1107	6.92799	3.2444059	85.0012	6.909736	31.91373
1108	6.91539	3.2441560	85.3162	6.911378	31.92255
1109	6.90160	3.2433561	85.5976	6.913433	31.92649
1110	6.87657	3.2398876	85.8669	6.918149	31.91176
1111	6.83391	3.2359274	86.1456	6.925238	31.90799
1112	6.78575	3.2340732	86.4634	6.931967	31.93232
1113	6.74329	3.2324378	86.7570	6.937911	31.95381
1114	6.70499	3.2305281	87.0476	6.943494	31.96844
1115	6.67286	3.2294799	87.3384	6.947910	31.98678
1116	6.64730	3.2286815	87.6170	6.951410	32.00175
1117	6.62820	3.2284321	87.8801	6.953857	32.01675
1118	6.61445	3.2279706	88.1347	6.955760	32.02441
1119	6.60374	3.2272283	88.4040	6.957435	32.02614
1120	6.59402	3.2267979	88.6675	6.958835	32.03038
1121	6.58502	3.2264300	88.9431	6.960118	32.03463
1122	6.57859	3.2262742	89.2396	6.960983	32.03880
1123	6.57283	3.2262744	89.5184	6.961689	32.04406
1124	6.56871	3.2263369	89.8116	6.962164	32.04846
1125	6.56635	3.2266177	90.0902	6.962317	32.05364
1126	6.56506	3.2267676	90.3809	6.962405	32.05635
1127	6.56372	3.2266803	90.6717	6.962617	32.05651
